class	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
MU	TU14893_ORF_1	1706	+	1	1513	1656	144	0.7548	0.088841957	0.012219485
MU	TU14893_ORF_2	1706	+	2	1544	1675	132	0.589	-0.422342155	0.001952594
MU	TU14893_ORF_3	1706	+	3	1290	1403	114	0.7979	-0.31548401	0.004089641
MU	TU14893_ORF_4	1706	+	3	1446	1535	90	1.0203	-0.031337359	0.012871572
MU	TU14894_ORF_1	1661	+	1	1468	1611	144	0.7548	0.088841957	0.012974862
MU	TU14894_ORF_2	1661	+	2	1499	1630	132	0.589	-0.422342155	0.002074632
MU	TU14894_ORF_3	1661	+	3	1245	1358	114	0.7979	-0.31548401	0.004344663
MU	TU14894_ORF_4	1661	+	3	1401	1490	90	1.0203	-0.031337359	0.013666702
MU	TU14930_ORF_1	500	+	3	339	452	114	0.9655	0.104021399	0.087576251
MU	TU14931_ORF_1	650	+	3	330	422	93	1.0227	-0.871256267	0.007422229
MU	TU16111_ORF_1	540	+	1	211	399	189	0.7847	0.200459908	0.113029547
MU	TU16111_ORF_2	540	+	1	19	183	165	0.4904	0.053673058	0.028403027
MU	TU16111_ORF_3	540	+	3	276	437	162	0.674	-0.173017486	0.028285505
MU	TU16111_ORF_4	540	+	2	221	343	123	0.9806	-0.020075089	0.07114883
MU	TU16111_ORF_5	540	+	3	24	146	123	0.5123	-0.153362402	0.012953491
MU	TU16564_ORF_1	509	+	2	71	262	192	0.5653	-0.056814513	0.036061008
MU	TU16564_ORF_2	509	+	2	281	364	84	1.1043	-0.213023808	0.04955192
MU	TU16872_ORF_1	447	+	1	16	246	231	0.6154	-0.679803938	0.014810781
MU	TU16872_ORF_2	447	+	3	216	380	165	0.8243	-0.639194343	0.017297639
MU	TU16872_ORF_3	447	+	2	8	88	81	1.083	-1.020099413	0.007397655
MU	TU16873_ORF_1	602	+	2	266	535	270	0.7171	-0.827865747	0.016250235
MU	TU16873_ORF_2	602	+	1	16	246	231	0.5611	-0.68096605	0.0101812
MU	TU16873_ORF_3	602	+	1	262	432	171	0.7943	-1.042109249	0.005192818
MU	TU16873_ORF_4	602	+	2	8	88	81	1.083	-1.020099413	0.006009376
MU	TU16874_ORF_1	504	+	1	16	246	231	0.5611	-0.68096605	0.011604551
MU	TU16874_ORF_2	504	+	2	8	88	81	1.083	-1.020099413	0.006853537
MU	TU17186_ORF_1	286	+	2	164	286	123	0.6625	-0.901064294	0.004861882
MU	TU17577_ORF_1	760	+	3	243	584	342	0.8024	-0.304683858	0.103315039
MU	TU17577_ORF_2	760	+	1	307	420	114	0.7819	-0.266553192	0.015518347
MU	TU17597_ORF_1	517	+	2	206	322	117	0.9407	-0.176321795	0.043554267
MU	TU17597_ORF_2	517	+	1	142	222	81	1.0605	0.381908055	0.154634101
MU	TU17723_ORF_1	1906	+	2	503	793	291	0.7292	-0.079664868	0.020938399
MU	TU17723_ORF_2	1906	+	1	346	615	270	0.5098	-0.017208726	0.010378077
MU	TU17723_ORF_3	1906	+	2	896	1105	210	0.9684	-0.184756823	0.016688961
MU	TU17723_ORF_4	1906	+	1	166	318	153	0.4354	-0.379513011	0.001239547
MU	TU17723_ORF_5	1906	+	3	510	626	117	0.8398	0.068324739	0.009117497
MU	TU17724_ORF_1	5149	+	3	1374	2063	690	0.8385	0.017058749	0.01593603
MU	TU17724_ORF_2	5149	+	1	2704	3120	417	0.5831	-0.216743323	0.000375271
MU	TU17724_ORF_3	5149	+	1	2095	2460	366	0.6356	-0.233929783	0.00026966
MU	TU17724_ORF_4	5149	+	1	1039	1377	339	0.5553	-0.170861691	0.000192869
MU	TU17724_ORF_5	5149	+	2	380	667	288	0.93	-0.338516729	0.000260867
